20260612-000146	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Kim Cang ChØ quyÕt	2	6	31	1	1004778122	2026-06-12 00:06:10	602772	0	0	0	2	3	6
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	DiÖu D­¬ng-§é ¸ch T«n G	0	103	3132	200	-133057138	2026-06-12 00:05:53	18097404	852496047	42416428	9	2	4	6
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	DiÖu D­¬ng-§é ¸ch T«n G	0	100	3132	250	486299175	2026-06-12 00:05:53	852110516	55910173	42612907	9	2	0	7
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	DiÖu D­¬ng-§é ¸ch T«n G	0	101	3132	200	1136796276	2026-06-12 00:05:53	852176252	852630428	42482903	9	2	1	7
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	ChiÕn Cuång ThiÒn §Þnh 	0	8	30147	300	511285188	2026-06-12 00:07:48	872488946	873076375	873793616	15	2	2	7
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	DiÖu D­¬ng-§é ¸ch T«n G	0	103	3132	200	-431213114	2026-06-12 00:08:10	18097022	852496310	42418006	15	2	3	7
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	DiÖu D­¬ng-§é ¸ch T«n G	0	100	3132	250	-364864321	2026-06-12 00:08:10	852111227	55909031	42614483	15	2	4	7
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	DiÖu D­¬ng-§é ¸ch T«n G	0	101	3132	200	942298860	2026-06-12 00:08:10	852175073	852629562	42483629	15	2	0	8
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	DiÖu D­¬ng-§é ¸ch T«n G	0	8	8994	300	1198624645	2026-06-12 00:05:53	55321353	42613044	55450039	9	2	1	8
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	DiÖu D­¬ng Thiªn Cung-¤	0	102	3190	100	1558211170	2026-06-12 00:08:10	42285420	55250569	55191257	0	2	2	8
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	DiÖu D­¬ng Thiªn Cung-T	0	102	3191	100	-893735285	2026-06-12 00:08:10	42482251	55249906	55191301	0	2	3	8
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	DiÖu D­¬ng Thiªn Cung-V	0	102	3192	100	598237608	2026-06-12 00:08:10	42613454	55249539	55189878	0	2	4	8
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	DiÖu D­¬ng Thiªn Cung-X	0	102	3193	100	2002512329	2026-06-12 00:08:10	42548894	55249439	55190688	0	2	0	9
20260612-001200	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	DiÖu D­¬ng Thiªn Cung-B	0	102	3194	100	-661814722	2026-06-12 00:08:10	42417556	55249935	55189893	0	2	1	9
20260612-001200	large_str	AddItem[/script/ksgvn/item/item_test_card.lua|kgm_ClearBagItems]			0		3086646439	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20260612-001200	ItemAdd	3086646439	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Vâ L©m 2 Shiina	2	1	50001	1	-1695580571	2026-06-12 00:12:00	1969976	4263719	0	0	-1	-1	-1
20260612-001205	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	199	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001205	large_str	AddItem[/script/misc/left_pearl/left_pearl_identify.lua|IdentifyLeftPearl]			0		2648439867	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20260612-001205	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	NguyÖt-Ngù K×nh	0	122	77	100	-1793916423	2026-06-12 00:12:05	0	0	0	0	-1	-1	-1
20260612-001206	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	198	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001206	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	578	100	-368546173	2026-06-12 00:12:06	0	0	0	0	-1	-1	-1
20260612-001207	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	197	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001207	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	620	100	-1625658580	2026-06-12 00:12:07	0	0	0	0	-1	-1	-1
20260612-001208	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	196	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001208	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	590	100	387085891	2026-06-12 00:12:08	0	0	0	0	-1	-1	-1
20260612-001209	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	195	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001209	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	610	100	-1538278482	2026-06-12 00:12:09	0	0	0	0	-1	-1	-1
20260612-001209	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	194	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001209	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	S­¬ng-S­¬ng Tù	0	122	559	100	592772088	2026-06-12 00:12:09	0	0	0	0	-1	-1	-1
20260612-001209	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	193	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001209	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	664	100	-677570432	2026-06-12 00:12:09	0	0	0	0	-1	-1	-1
20260612-001210	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	192	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001210	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	712	100	-798047359	2026-06-12 00:12:10	0	0	0	0	-1	-1	-1
20260612-001210	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	191	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001210	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	H¶i-Th­¬ng Minh	0	122	215	100	477255551	2026-06-12 00:12:10	0	0	0	0	-1	-1	-1
20260612-001210	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	190	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001210	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	683	100	67631201	2026-06-12 00:12:10	0	0	0	0	-1	-1	-1
20260612-001210	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	189	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001210	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	650	100	-1373768268	2026-06-12 00:12:10	0	0	0	0	-1	-1	-1
20260612-001211	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	188	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001211	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	588	100	496421696	2026-06-12 00:12:11	0	0	0	0	-1	-1	-1
20260612-001211	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	187	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001211	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	ThÇn-Ngù K×nh	0	122	133	100	370294081	2026-06-12 00:12:11	0	0	0	0	-1	-1	-1
20260612-001211	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	186	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001211	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	TuyÕt-Ng­ng Vò	0	122	530	100	1361469875	2026-06-12 00:12:11	0	0	0	0	-1	-1	-1
20260612-001211	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	185	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001211	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	§«ng-Hµn ThÇn	0	122	362	100	1447399969	2026-06-12 00:12:11	0	0	0	0	-1	-1	-1
20260612-001211	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	184	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001211	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	663	100	-114504842	2026-06-12 00:12:11	0	0	0	0	-1	-1	-1
20260612-001211	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	183	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001211	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	§«ng-Ngù K×nh	0	122	364	100	1800575023	2026-06-12 00:12:11	0	0	0	0	-1	-1	-1
20260612-001212	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	182	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001212	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	603	100	-897960534	2026-06-12 00:12:12	0	0	0	0	-1	-1	-1
20260612-001212	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	181	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001212	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	620	100	-818472490	2026-06-12 00:12:12	0	0	0	0	-1	-1	-1
20260612-001212	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	180	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001212	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	ThÇn-Ngù K×nh	0	122	133	100	1754515701	2026-06-12 00:12:12	0	0	0	0	-1	-1	-1
20260612-001212	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	179	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001212	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	ThÇn-§¬n KhuyÕt	0	122	131	100	166443062	2026-06-12 00:12:12	0	0	0	0	-1	-1	-1
20260612-001212	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	178	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001212	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	604	100	1829852143	2026-06-12 00:12:12	0	0	0	0	-1	-1	-1
20260612-001212	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	177	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001212	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Tinh-Ngù K×nh	0	122	105	100	1681982439	2026-06-12 00:12:12	0	0	0	0	-1	-1	-1
20260612-001213	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	176	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001213	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	650	100	-1628690935	2026-06-12 00:12:13	0	0	0	0	-1	-1	-1
20260612-001213	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	175	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001213	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	588	100	-2091784900	2026-06-12 00:12:13	0	0	0	0	-1	-1	-1
20260612-001213	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	174	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001213	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	711	100	-2103678392	2026-06-12 00:12:13	0	0	0	0	-1	-1	-1
20260612-001213	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	173	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001213	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Thñy-Ngù K×nh	0	122	392	100	-37668656	2026-06-12 00:12:13	0	0	0	0	-1	-1	-1
20260612-001213	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	172	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001213	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	719	100	-107366707	2026-06-12 00:12:13	0	0	0	0	-1	-1	-1
20260612-001214	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	171	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001214	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	TuyÕt-Ngù K×nh	0	122	532	100	-1341696055	2026-06-12 00:12:14	0	0	0	0	-1	-1	-1
20260612-001214	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	170	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001214	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	610	100	1878394942	2026-06-12 00:12:14	0	0	0	0	-1	-1	-1
20260612-001214	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	169	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001214	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	648	100	254105827	2026-06-12 00:12:14	0	0	0	0	-1	-1	-1
20260612-001214	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	168	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001214	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	635	100	-1828170528	2026-06-12 00:12:14	0	0	0	0	-1	-1	-1
20260612-001214	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	167	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001214	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	587	100	2038404012	2026-06-12 00:12:14	0	0	0	0	-1	-1	-1
20260612-001216	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	166	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001216	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	648	100	1013323292	2026-06-12 00:12:16	0	0	0	0	-1	-1	-1
20260612-001217	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	165	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001217	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	604	100	543856755	2026-06-12 00:12:17	0	0	0	0	-1	-1	-1
20260612-001217	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	164	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001217	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	§«ng-Linh Tr¹ch	0	122	363	100	-1314706194	2026-06-12 00:12:17	0	0	0	0	-1	-1	-1
20260612-001217	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	163	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001217	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	643	100	294505113	2026-06-12 00:12:17	0	0	0	0	-1	-1	-1
20260612-001217	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	162	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001217	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	656	100	-627007666	2026-06-12 00:12:17	0	0	0	0	-1	-1	-1
20260612-001217	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	161	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001217	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	719	100	-266455064	2026-06-12 00:12:17	0	0	0	0	-1	-1	-1
20260612-001218	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	160	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001218	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Thu-Ngù K×nh	0	122	336	100	-639694224	2026-06-12 00:12:18	0	0	0	0	-1	-1	-1
20260612-001218	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	159	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001218	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Xu©n-Ngù K×nh	0	122	294	100	-1606696911	2026-06-12 00:12:18	0	0	0	0	-1	-1	-1
20260612-001218	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	158	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001218	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	590	100	-1818555969	2026-06-12 00:12:18	0	0	0	0	-1	-1	-1
20260612-001218	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	157	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001218	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	604	100	-2077166181	2026-06-12 00:12:18	0	0	0	0	-1	-1	-1
20260612-001218	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	156	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001218	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	610	100	-1408668211	2026-06-12 00:12:18	0	0	0	0	-1	-1	-1
20260612-001218	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	155	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001218	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Xu©n-Ngù K×nh	0	122	294	100	-339109985	2026-06-12 00:12:18	0	0	0	0	-1	-1	-1
20260612-001219	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	154	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001219	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Thiªn-Ngù K×nh	0	122	154	100	-358521000	2026-06-12 00:12:19	0	0	0	0	-1	-1	-1
20260612-001219	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	153	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001219	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	680	100	-1151289985	2026-06-12 00:12:19	0	0	0	0	-1	-1	-1
20260612-001219	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	152	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001219	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	582	100	383692460	2026-06-12 00:12:19	0	0	0	0	-1	-1	-1
20260612-001219	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	151	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001219	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	S¬n-Ngäc Ch­íng	0	122	195	100	793104925	2026-06-12 00:12:19	0	0	0	0	-1	-1	-1
20260612-001219	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	150	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001219	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0		0	122	576	100	-1634115264	2026-06-12 00:12:19	0	0	0	0	-1	-1	-1
20260612-001220	ItemConsume	ExpendIdx	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	149	2126810044	2026-06-12 00:11:42	792328	4294917173	0	0	0	0	0
20260612-001220	ItemAdd	2648439867	thuong	SdachSM	790		1	100	1518	2868			0		0	0	0	0	TuyÕt-Hµn T«	0	122	529	100	1296501569	2026-06-12 00:12:20	0	0	0	0	-1	-1	-1
20260612-001330	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1519	2884			0		0	0	0	0	Vâ L©m 2 Shiina	2	1	50001	1	-1695580571	2026-06-12 00:12:00	1969976	4263719	0	0	2	0	0
20260612-001330	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1519	2884			0		0	0	0	0	NguyÖt-Ngù K×nh	0	122	77	100	-1793916423	2026-06-12 00:12:05	0	0	0	0	2	1	0
20260612-001330	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1519	2884			0		0	0	0	0		0	122	578	100	-368546173	2026-06-12 00:12:06	0	0	0	0	2	2	0
20260612-001330	ItemConsume	ClearItemInPos	thuong	SdachSM	790		1	100	1519	2884			0		0	0	0	0		0	122	620	100	-1625658580	2026-06-12 00:12:07	0	0	0	0	2	3	0
